"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"802271","Child Care Center","Southside Family Nurturing Center","2448 18th Ave S","","","Minneapolis","MN","55404     ","Hennepin","(612) 721-2762","Active","Southside Family Nurturing Center","29 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","04/17/1967","01/01/2026","12/31/2026","   ","",
"830831","Child Care Center","SouthWest Metro Child Care","4601 Dean Lakes Blvd","","","Shakopee","MN","55379     ","Scott","(952) 567-8100","Active","Southwest Metro Intermediate 288 0288-06","23 ","Ages Served: Infant;Toddler;Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/28/1998","01/01/2026","12/31/2026","   ","",
"1019855","Child Care Center","Southwest Minnesota State University Child Day Care Center","1502 Birch St","","","Marshall","MN","56258-2288","Lyon","(507) 537-6014","Active","SMSU Child Care Center","41 ","Ages Served: Infants Toddlers Preschool School-Age","Maximum number of school agers in the Preschool classroom is 16.","Services: Day Program","Minnesota Department of Human Services","09/06/2002","01/01/2026","12/31/2026","   ","",
"1065869","Child Care Center","Southwest Montessori School","5000 Washburn Ave S","","","Minneapolis","MN","55410-2224","Hennepin","(612) 920-2311","Active","HLO Inc","28 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/26/2013","01/01/2026","12/31/2026","   ","",
"2002077","Child Care Center","Spring Daycare LLC","651 Nicollet Mall Ste 135","Ste135","","Minneapolis","MN","55402     ","Hennepin","(612) 226-2193","Active","Spring Daycare LLC","53 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","04/13/2026","04/13/2026","12/31/2026","   ","",
"2001704","Child Care Center","Sprout and Bloom Child Development Center","15 121st Ave NW","","","Coon Rapids","MN","55448     ","Anoka","(952) 232-6876","Active","Sprout and Bloom Child Development Center LLC","91 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program, Drop-in Child Care Program, School-age Child Care Program","Minnesota Department of Human Services","08/05/2025","01/01/2026","12/31/2026","   ","",
"1095680","Child Care Center","Sprouts Childcare & Early Education Center LLC","200 Schumann Dr NW","","","Stewartville","MN","55976-7918","Olmsted","(507) 504-1050","Active","Sprouts Childcare & Early Education Center LLC","99 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","10/29/2018","01/01/2026","12/31/2026","   ","",
"802286","Child Care Center","St Andrew Early Learning Program","13600 Technology Dr","","","Eden Prairie","MN","55344-2251","Hennepin","(952) 937-2776","Active","St. Andrew Lutheran Church","158","Ages Served: Infants Toddlers Preschool","Maximum number of Infants in the Tweener classroom is 12.","Services: Day Program","Minnesota Department of Human Services","05/05/1989","01/01/2026","12/31/2026","   ","",
"802298","Child Care Center","St Anthony Park Community Nursery School","2200 Hillside Ave","","","Saint Paul","MN","55108-1609","Ramsey","(651) 230-5552","Active","Centennial United Methodist Church","70 ","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/01/1961","01/01/2026","12/31/2026","   ","",
"1080539","Child Care Center","St Charles Borromeo Preschool","2727 Stinson Blvd","","","Saint Anthony","MN","55418     ","Hennepin","(612) 781-2643","Active","The Church of St. Charles Borromeo of Minneapolis, Minnesota","59 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/06/2016","01/01/2026","12/31/2026","   ","",
"1076829","Child Care Center","St Charles Child Care","343 Daycare Dr","","","Saint Charles","MN","55972     ","Winona","(507) 932-8808","Active","St. Charles Child Care #2, LLC","101","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","05/04/2015","01/01/2026","12/31/2026","   ","",
"802316","Child Care Center","St Croix Kids Early Childhood Center","111 Orleans St E","","","Stillwater","MN","55082-6603","Washington","(651) 439-3616","Active","St. Croix Kids Early Childhood Center","43 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/01/1977","01/01/2026","12/31/2026","   ","",
"802320","Child Care Center","St Davids Center for Child and Family Development","3395 Plymouth Rd","","","Minnetonka","MN","55305-3633","Hennepin","(952) 939-0396","Active","St. David's Center for Child & Family Development","123","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/15/1981","01/01/2026","12/31/2026","   ","",
"1058562","Child Care Center","St Dominic Preschool","216 Spring St N","","","Northfield","MN","55057-1431","Rice","(507) 645-8136","Active","The Church of St. Dominic of Northfield, Minnesota","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/2013","01/01/2026","12/31/2026","   ","",
"1000968","Child Care Center","St Elizabeth Ann Seton Preschool","2035 15th St W","","","Hastings","MN","55033-9294","Dakota","(651) 438-3223","Active","St. Elizabeth Ann Seton Parish","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/1999","01/01/2026","12/31/2026","   ","",
"1085935","Child Care Center","St Elizabeth Ann Seton Rainbow Preschool","1615 11th Ave S","","","Saint Cloud","MN","56301-5670","Stearns","(320) 251-1988","Active","St. Elizabeth Ann Seton School","45 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/29/2017","01/01/2026","12/31/2026","   ","",
"1000467","Child Care Center","St Felix School Preschool and Kindergarten Readiness & St Felix Gods K","130 3rd St E","","","Wabasha","MN","55981-1452","Wabasha","(651) 565-4446","Active","St. Felix Church of Wabasha, Minnesota","35 ","Ages Served: Preschool School-Age","Maximum number of School Age in the Preschool- KG Readiness classroom is 15.","Services: Day Program","Minnesota Department of Human Services","08/20/1999","01/01/2026","12/31/2026","   ","",
"802329","Child Care Center","St Francis Xavier Child Development Center","219 19th St NW","","","Buffalo","MN","55313-5042","Wright","(763) 684-0075","Active","Church of St. Francis Xavier","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/06/1988","01/01/2026","12/31/2026","   ","",
"1066115","Child Care Center","St Francis Xavier School","308 2nd St N","","","Sartell","MN","56377-1719","Stearns","(320) 259-7090","Active","The Church of St. Francis Xavier, of Sartell, Minnesota","60 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/26/2013","01/01/2026","12/31/2026","   ","",
"1091751","Child Care Center","St Henrys Area Preschool","254 3rd Ave SW","","","Perham","MN","56573-1442","Otter Tail","(218) 346-6190","Active","St Henrys Area Preschool","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","03/12/2018","01/01/2026","12/31/2026","   ","",
"830968","Child Care Center","St James Community Child Care","500 3rd Ave S","","","Saint James","MN","56081-1744","Watonwan","(507) 375-4517","Active","St. James Public School District 0840-01","118","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/15/1999","01/01/2026","12/31/2026","   ","",
"1058660","Child Care Center","St John Early Childhood Learning Center","34719 County Highway 24","","","Redwood Falls","MN","56283-2842","Redwood","(507) 617-3002","Active","St John Lutheran School","75 ","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","01/21/2011","01/01/2026","12/31/2026","   ","",
"1003299","Child Care Center","St John Lutheran Day Care","137 S Houk St","","","Good Thunder","MN","56037-4016","Blue Earth","(507) 278-3635","Active","St. John Lutheran Church","85 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/30/1999","01/01/2026","12/31/2026","   ","",
"1090289","Child Care Center","St John the Baptist Catholic Montessori School","638 Mill St","","","Excelsior","MN","55331     ","Hennepin","(952) 474-5812","Active","Church of St. John the Baptist of Excelsior, Minnesota","99 ","Ages Served: Toddlers Preschool School-Age","Maximum number of school age children in the Before and After Care Room is 15.; Maximum number of school age children in the Casa 2 Room is 15.; Maximum number of school age children in the program is 15.","Services: Day Program","Minnesota Department of Human Services","04/16/2018","01/01/2026","12/31/2026","   ","",
"1074767","Child Care Center","St Johns Lutheran Preschool","109 1st St NW","","","Norwood Young America","MN","55397-9496","Carver","(952) 467-3461","Active","St. John's Lutheran Congregation of Norwood Young America","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/31/2015","01/01/2026","12/31/2026","   ","",
"1080115","Child Care Center","St Johns Preschool","36620 County 4 Blvd","","","Goodhue","MN","55027     ","Goodhue","(651) 923-4773","Active","St Johns Preschool","19 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/2017","01/01/2026","12/31/2026","   ","",
"1086068","Child Care Center","St Joseph Preschool","13900 Biscayne Ave W","","","Rosemount","MN","55068-3451","Dakota","(651) 423-1658","Active","The Church of St. Joseph of Rosemount, Minnesota","63 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/05/2017","01/01/2026","12/31/2026","   ","",
"1051073","Child Care Center","St Joseph's Preschool","1138 Seminole Ave","","","West St Paul","MN","55118-2098","Dakota","(651) 789-8300","Active","The Church of Saint Joseph of West Saint Paul, Minnesota","49 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/25/2008","01/01/2026","12/31/2026","   ","",
"802346","Child Care Center","St Josephs Preschool","315 SW 21st St","","","Grand Rapids","MN","55744-4148","Itasca","(218) 326-6232","Active","St. Joseph's Church, Grand Rapids","45 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","11/04/1986","01/01/2026","12/31/2026","   ","",
"1066308","Child Care Center","St Josephs School","1005 2nd Ave S","","","Moorhead","MN","56560     ","Clay","(218) 233-0553","Active","St. Joseph's Church, Moorhead","50 ","Ages Served: Preschool","Per State Fire Marshal/local fire inspector temporary occupancy granted until 10/26/26.","Services: Day Program","Minnesota Department of Human Services","09/02/2014","01/01/2026","12/31/2026","   ","",
"802299","Child Care Center","St Katharine Drexel School","428 2nd St SE","","","Saint Cloud","MN","56304     ","Benton","(320) 251-2376","Active","St. Katharine Drexel School","38 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/13/1988","01/01/2026","12/31/2026","   ","",
"2002365","Child Care Center","St Mary's Church & School","104 Saint Marys St NW","","","Sleepy Eye","MN","56085     ","Brown","(507) 794-4121","Active","St Mary's Church & School","38 ","Ages Served: Preschool","Per State Fire Marshal temporary occupancy granted until October 26, 2026.; Per State Fire Marshal Music Room is not approved for occupancy by licensed child care center.","Services: Day Program","Minnesota Department of Human Services","08/25/2026","08/25/2026","12/31/2026","   ","",
"1062962","Child Care Center","St Marys Elementary School Little Echoes Preschool","225 6th St","","","Tracy","MN","56175     ","Lyon","(507) 629-3270","Active","The Church of St. Mary of Tracy, Minnesota","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/04/2012","01/01/2026","12/31/2026","   ","",
"1011526","Child Care Center","St Marys School","308 E South St","","","Caledonia","MN","55921-1353","Houston","(507) 725-3355","Active","Church of St. Mary's","101","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/27/2001","01/01/2026","12/31/2026","   ","",
"802368","Child Care Center","St Matthew Community Preschool","555 E 12th St","","","Saint Charles","MN","55972-1601","Winona","(507) 932-4223","Active","St. Matthew Lutheran Church","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/06/1983","01/01/2026","12/31/2026","   ","",
"1066335","Child Care Center","St Maximilian Kolbe Catholic Preschool","235 2nd St S","","","Delano","MN","55328-8828","Wright","(763) 972-2528","Active","St Maximilian Kolbe Catholic School","40 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","11/04/2013","01/01/2026","12/31/2026","   ","",
